"A parallel implementation of the Cellular Potts Model for simulation of cell-based morphogenesis";"12118976204077467440";"2007"
"Short wavelength bifurcations and size instabilities in coupled oscillator systems";"12270035339085328522";"1995"
" Shaping Up and Shipping Out: PLC Signaling of Morphology Changes in EGF-Stimulated Fibroblast Migration";"15638566289033147231";"1999"
"Regulative feedback in pattern formation: towards a general relativistic theory of positional information";"6778908821492339536";"2008"
"Adaptive neural control for a class of perturbed strict-feedback nonlinear time-delay systems";"7664650865613600127";"2008"
"The genetics of stasis and punctuation";"17592180731817059740";"1983"
" Positive feedback in natural systems";"6607105031232840804";"2012"
"Random walk models in biology";"14011906218718700884";"2008"
"A model for pattern formation of hypostome, tentacles, and foot in hydra: how to form structures close to each other, how to form them at a distance";"12780058765065203251";"1993"
"Self-organizing pattern formation on the combs of honey bee colonies";"5405189106332650940";"1991"
" Activin has direct long-range signalling activity and can form a concentration gradient by diffusion";"2563225757569900840";"1997"
"Phytoplankton patchiness: the role of lateral stirring and mixing";"12586962959649975447";"2003"
"Mutual interference between predators can give rise to Turing spatial patterns";"13967237911308959355";"2002"
"Multi-scale modeling in biology: how to bridge the gaps between scales?";"8541815928022313380";"2011"
"Outline for a logical theory of adaptive systems";"14631445837289770074";"1962"
"Self-organization of periodic patterns by dissociated feather mesenchymal cells and the regulation of size, number and spacing of primordia";"3505107895586811113";"1999"
"On the number of interior peak solutions for a singularly perturbed Neumann problem";"2709677607994243147";"2007"
"A reaction–diffusion memory device";"10639316336478996334";"2006"
" The algorithmic beauty of sea shells";"13006977096202949807";"2009"
"Spot pattern of leopard Danio is caused by mutation in the zebrafish connexin41. 8 gene";"1496240267171148433";"2006"
"Autosolitons";"10099007305032547854";"1989"
"The organic grid: self-organizing computation on a peer-to-peer network";"5020519643429587583";"2005"
"Nonlinear chemical dynamics: oscillations, patterns, and chaos";"819895502950863568";"1996"
"The logic of monsters: evidence for internal constraint in development and evolution";"12131272243398787385";"1989"
"The influence of external noise on non-equilibrium phase transitions";"7721850890859714563";"1976"
"A two-dimensional numerical study of spatial pattern formation in interacting Turing systems";"13198630669510161597";"1999"
"Pattern formation during vulval development in C. elegans";"10913789056176986926";"1986"
"Spatiotemporal structures in discretely-coupled arrays of nonlinear circuits: a review";"18032171319084623489";"1995"
"Discrete-time growth-dispersal models";"14281433141701884812";"1986"
"Dynamics of Turing patterns under spatiotemporal forcing";"6691339618014678665";"2003"
" Creation of a Sog morphogen gradient in the Drosophila embryo";"4692867400146880751";"2002"
"Dispersion and population interactions";"4484066961474796962";"1974"
"Positional information and pattern formation";"4437768129933341751";"1971"
"Spatial regulators for bacterial cell division self-organize into surface waves in vitro";"1171296718462279384";"2008"
"Developmental constraints and evolution: a perspective from the Mountain Lake conference on development and evolution";"6155053961911919813";"1985"
"A practical guide to stochastic simulations of reaction-diffusion processes";"9976683590519324197";"2007"
"Mechanisms of pattern formation in development and evolution";"14341450569351570082";"2003"
"The chemical basis of morphogenesis";"14076813763086182113";""
"Spatial dynamics of ecological public goods";"18027736084554013403";"2009"
" Local inhibitory action of BMPs and their relationships with activators in feather formation: implications for periodic patterning";"17698633589491270702";"1998"
"Oscillatory reactions on single crystal surfaces";"8677365340463565297";"1993"
" Mathematical foundations of neuroscience";"13143741405006774377";"2010"
"Sustained epithelial β-catenin activity induces precocious hair development but disrupts hair follicle down-growth and hair shaft formation";"7774820142589869902";"2008"
"Iterated patterns of brain circuitry (or how the cortex gets its spots)";"15630965115316202471";"1992"
" Pattern, growth, and control";"11287513474755329218";"2011"
"The effect of growth and curvature on pattern formation";"6187423865098949792";"2004"
"Lattice gas automata for reactive systems";"891977538718279023";"1996"
"The gradient morphogen bicoid is a concentration-dependent transcriptional activator";"4251781961864450614";"1989"
"Modeling of Turing structures in the chlorite-iodide-malonic acid-starch reaction system";"14355184965876529899";"1991"
"Patchiness in plankton populations";"5624406240588970630";"1997"
"Chimera death: symmetry breaking in dynamical networks";"1754469898257054229";"2014"
" Singularly perturbed elliptic equations with symmetry: existence of solutions concentrating on spheres, Part II";"200038599905878372";""
"Increased noise as an effect of haploinsufficiency of the tumor-suppressor gene neurofibromatosis type 1 in vitro";"7387359878504582245";"2002"
"Horizontal dispersion and critical scales for phytoplankton patches";"13650807534664778405";"1978"
"Cooperative differentiation through clustering in multicellular populations";"10609207229042467280";"2010"
"A logical analysis of the Drosophila gap-gene system";"5913243414357546525";"2001"
" Foundations of synergetics II: chaos and noise";"16248527397377474138";"2013"
"Geometric visual hallucinations, Euclidean symmetry and the functional architecture of striate cortex";"13540650805265985603";"2001"
" Reaction-diffusion equations and their applications to biology.";"14519551627938236698";"1986"
"Diffusion-driven instability and bifurcation in the Lengyel–Epstein system";"5481756754564454026";"2008"
"Endogenous voltage gradients as mediators of cell-cell communication: strategies for investigating bioelectrical signals during pattern formation";"14333292182183258839";"2013"
"Diffusion, cross-diffusion, and their spike-layer steady states";"15923587716919604967";"1998"
"Nonlinear dynamics in electrochemical systems";"6301523238522406754";"2003"
"Pattern formation in reaction–diffusion models with nonuniform domain growth";"383114373472326158";"2002"
"Creating a two-dimensional pattern de novo during Arabidopsis trichome and root hair initiation";"3974972297842794095";"2004"
"Pattern formation in two-dimensional arrays of coupled, discrete-time oscillators";"7120573784431477121";"1985"
" Left–right asymmetric expression of lefty2 and nodal is induced by a signaling pathway that includes the transcription factor FAST2";"14911634947164373405";"2000"
"From genes to phenotype: dynamical systems and evolvability";"5987793875050685445";"1991"
"Towards building the silicon cell: a modular approach";"10396912706649445236";"2006"
"Whatever next? Predictive brains, situated agents, and the future of cognitive science";"4118706681511591597";"2013"
"Lateral inhibition through delta-notch signaling: A piecewise affine hybrid model";"17172033702428735359";"2001"
"Nonlinear kinetics and new approaches to complex reaction mechanisms";"13423238821325270653";"1999"
" Ideas determining convergence clubs";"234990851111465841";"1999"
"Some further studies of nonlinear oscillations in chemical systems";"5016350963555386824";"1973"
"Seeking the foundations of cognition in bacteria: From Schrödinger's negative entropy to latent information";"13436469909761454924";"2006"
"Synergetics: an overview";"4660318936972787737";"1989"
"Mathematical modeling of the onset of capillary formation initiating angiogenesis";"3324235815798112182";"2001"
" New patterns in genetics and development.";"7361089442701201039";"1962"
"Skarn textures and a case study: the Ocna de Fier-Dognecea orefield, Banat, Romania";"8628175510828599479";"2004"
" How new languages emerge";"11753355881568148886";"2006"
" Diffusion of nodal signaling activity in the absence of the feedback inhibitor Lefty2";"10054510860386068990";"2001"
"Essential role for the c-met receptor in the migration of myogenic precursor cells into the limb bud";"167168105466035222";"1995"
"Statistical mechanics of the neocortex";"1647230632590889365";"2009"
" An introduction to nonlinear partial differential equations";"3710237387374606642";"2008"
" Mathematical approach to pattern and form in plant growth";"12629859806791658265";"1984"
" Fearful symmetry: is God a geometer?";"17723993869031743605";"2010"
" Mechano-chemical aspects of organ formation in Arabidopsis thaliana: the relationship between auxin and pectin";"4940097872092081590";"2013"
"Simulating nonlinear waves and partial differential equations via CNN. I. Basic techniques";"1184519125600581902";"1995"
"Coexistence of infinitely many stable solutions to reaction diffusion systems in the singular limit";"7031067583856971489";"1994"
" Inhibition of Nodal signalling by Lefty mediated through interaction with common receptors and efficient diffusion";"11715917274189932620";"2002"
"Nonlinear dynamics of pattern formation and pattern recognition in the rabbit olfactory bulb";"18414640616966639925";"1986"
" Chaos and complexity in nonlinear electronic circuits";"7423692862579007460";"1997"
"Scale relativity theory and integrative systems biology: 1: founding principles and scale laws";"7027322662982239652";"2008"
"Statistical mechanics of cellular automata";"4788521971233003848";"1983"
" A reaction-diffusion model of ROS-induced ROS release in a mitochondrial network";"6844430272337435005";"2010"
"The boranes and their relatives";"6239429236168127693";"1993"
"Pattern formation in reacting and diffusing systems";"17064493051518985410";"1976"
" Dynamics of Self-organized and Self-assembled Structures";"3708335400152985257";"2009"
"Biological pattern formation: from basic mechanisms to complex structures";"7256370809512164343";"1994"
"Auxin as a positional signal in pattern formation in plants";"11166867053523084405";"1996"
"Higher-dimensional localized patterns in excitable media";"13331192158474154622";"1989"
" The mouse embryo autonomously acquires anterior-posterior polarity at implantation";"17025107664258271394";"2006"
"Positional information and the spatial pattern of cellular differentiation";"10762575956442196472";"1969"
"Prebiotic systems chemistry: new perspectives for the origins of life";"4149982735089111409";"2014"
"Regulating morphogen gradients in the Drosophila wing";"13752044820978190341";"2002"
"A predator-prey reaction-diffusion system with nonlocal effects";"15766207108754353102";"1996"
" Cell shape and negative links in regulatory motifs together control spatial information flow in signaling networks";"10480735005314079711";"2008"
" The Generative Enterprise Revisited: Discussions with Riny Huybregts, Henk van Riemsdijk, Naoki Fukui and Mihoko Zushi";"16846475379289970031";"2004"
" The nonlinear universe: chaos, emergence, life";"11585828385198615106";"2007"
"A self-organized vortex array of hydrodynamically entrained sperm cells";"10743355738445486578";"2005"
"Compositional pattern producing networks: A novel abstraction of development";"10778770606857477391";"2007"
" Epigenetic mechanisms of character origination";"11651547206930262701";"2000"
"A morphogenetic approach to the origin and basic organization of the tetrapod limb";"16757318871476164378";"1986"
"Feedback control of intercellular signalling in development";"2752472372613217562";"2000"
"Applications of a theory of biological pattern formation based on lateral inhibition";"15661300072867196658";"1974"
"Turing-type patterns on electrode surfaces";"5538462910937151567";"2001"
" A course in mathematical biology: quantitative modeling with mathematical and computational methods";"1005955079775955535";"2006"
"Emergent attractors and the law of maximum entropy production: foundations to a theory of general evolution";"18190115883989900958";"1989"
"Evolution and morphogenetic rules: the shape of the vertebrate limb in ontogeny and phylogeny";"8986378912904179156";"1988"
"Incredible journey: how do developmental signals travel through tissue?";"3406644793249333039";"2004"
" Geochemical self-organization I: reaction-transport feedbacks and modeling approach";"10450255860736008727";"1987"
"The case for morphogens in plants";"534635614258487126";"2003"
" Scenario-driven planning: learning to manage strategic uncertainty";"13601284694990669885";"1995"
" Axon formation: a molecular model for the generation of neuronal polarity";"3330569827114143842";"2000"
"Early bioinformatics: the birth of a discipline—a personal view";"16890191458589083538";"2003"
"Modelling the Bicoid gradient";"15625382478239832918";"2010"
"The zebrafish Nodal signal Squint functions as a morphogen";"4885451610597292659";"2001"
"Fluid-dynamical basis of the embryonic development of left-right asymmetry in vertebrates";"9035846371218211865";"2004"
"The existence of oscillatory solutions in the Field–Noyes model for the Belousov–Zhabotinskii reaction";"15412293888486861316";"1975"
"Reporting from the field: genetically encoded fluorescent reporters uncover signaling dynamics in living biological systems";"14110456364721775680";"2011"
" Unifying principles in complex systems";"11873273434119552521";"2003"
"Recent experimental studies of the shoot apex and shoot morphogenesis";"15374127177755927745";"1965"
"Ecosystem patterns in randomly fluctuating environments";"10446337179868231700";"1974"
"Inhibition-produced patterning in chains of coupled nonlinear oscillators";"16740905784430337899";"1994"
"Actionable information in vision";"9227037585673470774";"2009"
"Spatial structures in microtubular solutions requiring a sustained energy source";"16237169253274912713";"1990"
"Discrete models for chemically reacting systems";"1190900225125974742";"1991"
"Statistical physics of bifurcation, spatial structures, and fluctuations of chemical reactions";"7413971369894972782";"1975"
" Phosphoinositides and Rho proteins spatially regulate actin polymerization to initiate and maintain directed movement in a one-dimensional model of a motile …";"4926327370893100038";"2007"
" Direct and long-range action of a wingless morphogen gradient";"6863515390213327097";"1996"
"A numerical approach to the study of spatial pattern formation in the ligaments of arcoid bivalves";"4594009579608539762";"2002"
"Localized and inducible expression of Xenopus-posterior (Xpo), a novel gene active in early frog embryos, encoding a protein with a 'CCHC'finger domain";"2762035426020541539";"1991"
" Global bifurcation of periodic solutions with symmetry";"9124004704513547669";"2006"
"Cytosystems dynamics in self-organization of tissue architecture";"5631033717828204071";"2013"
"A time-varying complex dynamical network model and its controlled synchronization criteria";"4459568436719583504";"2005"
" Dissipative structures for an allosteric model: application to glycolytic oscillations";"5812357588491888712";"1972"
" Morphogen gradients, positional information, and Xenopus: interplay of theory and experiment";"3675449576486530592";"2002"
" The significance of zoochromes";"16004152022890953039";"2012"
"Mathematical model for spatial segregation of the Rho-family GTPases based on inhibitory crosstalk";"17319639124734227193";"2007"
" Synergetics: Chaos, order, self-organization";"15013047449970874984";"1994"
" Cross talking of network motifs in gene regulation that generates temporal pulses and spatial stripes";"17128311691625428636";"2005"
"A constant production hypothesis guides leaf venation patterning";"124163515829445756";"2006"
"CNN: A vision of complexity";"14160189805516054855";"1997"
" Stairway to the mind: the controversial new science of consciousness";"13165641966622312720";"1999"
"Positional information, in bits";"3417317950905276980";"2013"
" Theoretical approaches in neurobiology";"6623545118744238969";"1981"
"Dynamics of pattern formation in lateral-inhibition type neural fields";"12657391934365658593";"1977"
" Physical approaches to biological evolution";"7882989862336542615";"2012"
"Instabilities and spatial complexity in a laser";"16035076276507776108";"1990"
"Complexity, pattern, and evolutionary trade-offs in animal aggregation";"16823451870716823760";"1999"
"Computational modelling of cell spreading and tissue regeneration in porous scaffolds";"11633255876612779298";"2007"
" God and the new biology";"16206774592761585865";"1986"
" Monte Carlo simulations of enzyme reactions in two dimensions: fractal kinetics and spatial segregation";"6204293761319402019";"2002"
"Self-sustained oscillations in a ring array of coupled lossless transmission lines";"2199036697468157209";"1996"
"Asymmetric cell division: recent developments and their implications for tumour biology";"2011278370763042917";"2010"
" Treatise on basic philosophy: Ontology I: the furniture of the world";"2467319462745353767";"1977"
"How do cells know what they want to be when they grow up? Lessons from epidermal patterning in Arabidopsis";"10750520012376159679";"2003"
" Conversion of an extracellular Dpp/BMP morphogen gradient into an inverse transcriptional gradient";"10257293164276866866";"2003"
" Gradient formation of the TGF-β homolog Dpp";"1862734722707488703";"2000"
"Local stability analysis of spatially homogeneous solutions of multi-patch systems";"11949717405327902092";"2000"
"Concentration-dependent patterning by an ectopic expression domain of the Drosophila gap gene knirps";"8719872162720058442";"1997"
"Spatial patterns for discrete models of diffusion in excitable media";"11700008654680520748";"1978"
" pattern of vertebrate evolution";"2077572711003155085";"1968"
"Pattern formation in reaction-diffusion models with spatially inhomogeneous diffusion coefficients";"7921745707282542027";"1992"
"A model for shape generation by strain and cell-cell adhesion in the epithelium of an arthropod leg segment";"8359171229617065120";"1983"
" Singularities and groups in bifurcation theory";"1338324284491279446";"2012"
"Two-dimensional spectrophotometry and pseudo-color representation of chemical reaction patterns";"17639413805964011751";"1986"
"Mesenchymal cell polarity and morphogenesis of chick cartilage";"6832678106496086468";"1977"
"Subcritical transitions to Turing structures";"2972348273895499062";"1993"
" A plausible mechanism for auxin patterning along the developing root";"14021284665537246694";"2010"
"ACE: An emergent algorithm for highly uniform cluster formation";"11489977253280580914";"2004"
" Emergence of dynamical order: synchronization phenomena in complex systems";"17650942360789263886";"2004"
"Methods for image processing and pattern formation in cellular neural networks: A tutorial";"15323439943192696282";"1995"
" AAAI 1991 Spring Symposium Series Reports. 12 (4): Winter 1991, 31-37 AAAI 1993 Fall Symposium Reports. 15 (1): Spring 1994, 14-17 AAAI 1994 Spring …";"11803723084715405625";"1987"
" Collective animal behavior";"14240897574619490966";"2010"
"Evolution of a colour pattern: history, development, and selection";"17023635652392661635";"1996"
"Chemotactic signaling, microglia, and Alzheimer's disease senile plaques: Is there a connection?";"9874849163164601312";"2003"
"Reviewing the ketamine model for schizophrenia";"3359450066048421005";"2014"
"Biology by numbers: mathematical modelling in developmental biology";"14887108541518063384";"2007"
"Soluble osteogenic molecular signals and the induction of bone formation";"5702427168907808067";"2006"
"Nonequilibrium thermodynamics and its statistical foundations";"17716582720874364891";"1981"
"Pattern formation in a tunable medium: The Belousov-Zhabotinsky reaction in an aerosol OT microemulsion";"7494839026453697791";"2001"
"Spatiotemporal dynamics near a codimension-two point";"101501567332837562";"1996"
"Pattern formation and localized structures in degenerate optical parametric mixing";"2405662565020222025";"1998"
"Mechanisms regulating pattern formation in the amphibian egg and early embryo";"3079711922877189918";"1980"
"Biodiversity, species interactions and ecological networks in a fragmented world";"16489894180590788502";"2012"
"Diffusion tensor visualization with glyph packing";"12709122102225499011";"2006"
" A competitive complex formation mechanism underlies trichome patterning on Arabidopsis leaves";"6501272932958274605";"2008"
"Pattern formation in the immortal Hydra";"16917604441939178476";"1996"
"Strategies for direct volume rendering of diffusion tensor fields";"14304722624919694009";"2000"
"A model incorporating some of the mechanical and biochemical factors underlying clot formation and dissolution in flowing blood: review article";"17805684585898938751";"2003"
"Robust multicellular computing using genetically encoded NOR gates and chemical/wires/'";"10154403407280430687";"2011"
" Nonlinear spatio-temporal dynamics and chaos in semiconductors";"16494379557815727840";"2001"
"Biogenic carbon cycling in the upper ocean: effects of microbial respiration";"6350583963519574486";"2001"
"Superlattice Turing structures in a photosensitive reaction-diffusion system";"15149170176334017512";"2003"
"Catalysis on microstructured surfaces: Pattern formation during CO oxidation in complex Pt domains";"5554947216056875871";"1995"
"Modeling and simulation of genetic regulatory systems: a literature review";"12250336287272836959";"2002"
" The key to left-right asymmetry";"5530685474400728586";"2006"
"Spatial resonances and superposition patterns in a reaction-diffusion model with interacting turing modes";"3379972195322941004";"2002"
"Pattern selection in controlled reaction–diffusion systems";"17039409856646271161";"1993"
" Les secrets du vivant: contre la pensée unique en biologie";"16302595158306499514";"2012"
"Hormone-inspired self-organization and distributed control of robotic swarms";"12032104440035000112";"2004"
"Variation of the morphology of silver surfaces by thermal and catalytic etching";"4971907288620728451";"1992"
"Can robots make good models of biological behaviour?";"14649083002551149363";"2001"
"Microtubule self-organization is gravity-dependent";"3261439041228637539";"2000"
" A minimal model of pattern formation in a prey-predator system";"2261385993272303485";"1999"
"Protein self-organization: lessons from the min system";"10943077235704681386";"2011"
"A theory of biological pattern formation";"5010245919132039916";"1972"
" Noise-induced phenomena in the environmental sciences";"11451834802593841256";"2011"
"Model for the formation of a microscopic Turing structure: The facetting of Pt (110) during catalytic oxidation of CO";"10236731101359627646";"1991"
"Combinatorial and topological methods in nonlinear chemical kinetics";"2459954252893308989";"1975"
"A history of the study of phyllotaxis";"6340824056807241830";"1997"
"Dynamics of phase domains in the Swift-Hohenberg equation";"8973291906287108175";"1998"
"The evolution of social behavior in microorganisms";"13900745906840579933";"2001"
"Topologies of social interactions";"6326885635510263453";"2006"
"On the increase in complexity in evolution II. The relativity of complexity and the principle of minimum increase";"2217524277177645639";"1981"
"Hox in hair growth and development";"7932134543616709239";"2003"
" Chemical oscillations, waves, and turbulence";"17147128867061493724";"2012"
"Prior learning and Gibbs reaction-diffusion";"12831521509474746283";"1997"
"Local activity is the origin of complexity";"11123868522468535559";"2005"
" Shaping life: genes, embryos and evolution";"16361812763073923451";"1998"
"Models of biological pattern formation: from elementary steps to the organization of embryonic axes";"15511678927375378075";"2008"
"Biocomplexity: adaptive behavior in complex stochastic dynamical systems";"4279375819334318837";"2001"
"Macroscale delivery systems for molecular and cellular payloads";"9686918189707803910";"2013"
" Pattern formation by local self-activation and lateral inhibition";"15351038972817007732";"2000"
" Control of sequential compartment formation in Drosophila";"5006951417742722090";"1978"
"Analysis of nonlocal neural fields for both general and gamma-distributed connectivities";"10560014976630764495";"2005"
"Turing instabilities in general systems";"17844794514209426049";"2000"
"Orientation of chemotactic cells and growth cones: models and mechanisms";"3660769877277087619";"1999"
"Physiological signalling across cell membranes and cooperative influences of extremely low frequency electromagnetic fields";"6323079239057081410";"1988"
"The problem of pattern and scale in ecology: the Robert H. MacArthur award lecture";"6531918595934653913";"1992"
"Regular pattern formation in real ecosystems";"12462528623044443927";"2008"
" The spatial economy: cities, regions and international trade";"1401029746045250594";"1999"
"Entropy in Urban and Regional Modelling: Retrospect and Prospect. 城市和区域建模中的熵： 回顾与展望";"5080941923014576834";"2010"
" Multilayer dynamic link networks for establishing image point correspondences and visual object recognition";"3765244354549045554";"1995"
"Self-organization in cell biology: a brief history";"282189749153445100";"2008"
"Finite element methods for surface PDEs";"18424502775402081143";"2013"
"Skill acquisition and development: The roles of state-, parameter-, and graph-dynamics";"261874713776963005";"1992"
" Interdisciplinary Applied Mathematics";"18004790457725487848";"1993"
"Cellular automata models of road traffic";"12529051744640195623";"2005"
"Varieties of agents in agent-based computational economics: A historical and an interdisciplinary perspective";"7628425584529294875";"2012"
"Concentric-ring patterns in a dielectric barrier discharge system";"8719305892693475817";"2003"
" A system of repressor gradients spatially organizes the boundaries of Bicoid-dependent target genes";"4187800416266320558";"2012"
"Molecular basis for hematopoietic/mesenchymal interaction during initiation of Peyer's patch organogenesis";"18192143895312608568";"2001"
" Apical meristems";"2805655697261330781";"1961"
"Chaos in abstract kinetics: Two prototypes";"83114926690122360";"1977"
"Systems biology—an interdisciplinary approach";"4292030652921305372";"2005"
"Engineered spatial patterns of FGF-2 immobilized on fibrin direct cell organization";"5506027302791674521";"2005"
"Phyllotaxis. I. A mechanistic model";"145239191936196699";"1975"
"Directed diffusion: A scalable and robust communication paradigm for sensor networks";"12226032928973572401";"2000"
"Retinoids, homeoboxes, and growth factors: toward molecular models for limb development";"11098606451951346793";"1991"
"Stability of current filaments in a bistable semiconductor system with global coupling";"3455979345113663040";"1998"
"Dynamics of age-structured and spatially structured predator-prey interactions: individual-based models and population-level formulations";"11633274582084619724";"1993"
" Theoretical morphology: the concept and its applications";"10876086658561543554";"1999"
"Physical aspects of tissue evagination and biological form";"2089003395743062167";"1977"
"Neurotransmitters as morphogens";"5548496051874265253";"1988"
"One, two, three… models for trichome patterning in Arabidopsis?";"2177064480741829152";"2009"
"Nonlinear patterns in urban crime: Hotspots, bifurcations, and suppression";"15651312343081685572";"2010"
" Embryos, genes, and evolution: the developmental-genetic basis of evolutionary change.";"12403565675771793634";"1991"
" Vascular differentiation and plant growth regulators";"16209783600884270169";"2012"
"Development and plasticity of cortical areas and networks";"6598761863953795699";"2001"
"Development and applications of a model for cellular response to multiple chemotactic cues";"1843117818016935750";"2000"
"Early-warning signals for critical transitions";"10539868529763627619";"2009"
" Medical Devices and Instrumentation";"9608404776018442798";"1988"
"Symplasmic fields in the tunica of the shoot apical meristem coordinate morphogenetic events";"2519596602637761124";"1998"
"Towards the systems biology of auxin-transport-mediated patterning";"4345866550673263848";"2007"
" L'homme de vérité";"3347925663082278986";"2002"
"Reaction-diffusion model as a framework for understanding biological pattern formation";"16613580909956490028";"2010"
"Chemical instability induced by a differential flow";"84056195395910379";"1992"
"Synchronization and desynchronization of complex dynamical networks: an engineering viewpoint";"10084816783150914964";"2003"
" Chaotic behavior in simple reaction systems";"17928811633380323080";"1976"
"Feedback loops shape cellular signals in space and time";"2351952344882927442";"2008"
"Pattern formation in a generalized chemotactic model";"5975279872844278122";"1998"
"Modelling social animal aggregations";"9795209035241328543";"1994"
"Dust-acoustic rogue waves in a nonextensive plasma";"2813615288047146375";"2011"
"The logical analysis of continuous, non-linear biochemical control networks";"2279905566802284208";"1973"
"Variational problems and partial differential equations on implicit surfaces";"18357842061381944955";"2001"
" Mathematical models of vegetation pattern formation in ecohydrology";"13751785979513628642";"2009"
" Growth and patterning-dynamics of stripe formation";"7577263251081359104";"1995"
"On the origin of tiger bush";"13995075419759992049";"1997"
"Spatiotemporal dynamics of continuum neural fields";"10767196972685946118";"2011"
"Chemical pattern formation with equal diffusion coefficients";"16342971796579002812";"1987"
" Potential for control of signaling pathways via cell size and shape";"15851496051619700075";"2006"
"Instability and turbulence of wavefronts in reaction-diffusion systems";"4125589339586189339";"1980"
" Thermodynamics of evolution";"12539647828859134290";"1972"
"Non-linear aspects of dynamic pattern in cellular networks";"8324251033002996034";"1974"
" Self-Organization in Complex Ecosystems.(MPB-42)";"17938405729409062811";"2006"
"Oscillations with uniquely long periods in a microfluidic bubble generator";"15065258351903102788";"2005"
"Pattern formation of a predator–prey system with Ivlev-type functional response";"14028481574570713479";"2010"
" Reactions at solid surfaces";"2653266406362318671";"2010"
" Las leyes del caos";"11238323547700205165";"1999"
"Models of the Stochastic Activity of Neural Aggregates";"942873715629299612";"1976"
" Changing from an evolutionary to a generative paradigm in biology";"6947648988396881071";"1984"
" Chemical waves and patterns";"11803007516090720268";"2012"
"Tissue geometry determines sites of mammary branching morphogenesis in organotypic cultures";"16897253438932750681";"2006"
"Non-existence of wave solutions for the class of reaction-diffusion equations given by the Volterra interacting-population equations with diffusion";"12118699033937494413";"1975"
"Introduction";"3373484689632991602";"1978"
"Perceptual neural organization: some approaches based on network models and information theory";"8558730336166705525";"1990"
" General biophysics";"12583491699565070163";"2013"
"Oscillations and waves in a reactive lattice-gas automaton";"5838146385071700090";"1991"
"Some properties of the diffusion-limited reaction nA+ mB→ C with homogeneous and inhomogeneous initial conditions";"9206765358024360858";"1992"
"Diffusion, cross-diffusion and competitive interaction";"5632019938379896528";"2006"
"Vascular adaptation and mechanical homeostasis at tissue, cellular, and sub-cellular levels";"13944026569186858900";"2008"
"Modeling the organization of the WUSCHEL expression domain in the shoot apical meristem";"12850972358719296280";"2005"
"Commentary: Development of Perception‐Action Systems and General Principles of Pattern Formation";"5283539418898972421";"1993"
"Computing an organism: on the interface between informatic and dynamic processes";"3074308612730911350";"2002"
"Instability and dynamic pattern in cellular networks";"12536333045481999102";"1971"
"A cell-centered approach to developmental biology";"6659287284860196368";"2005"
" Integument pattern formation involves genetic and epigenetic controls: feather arrays simulated by digital hormone models";"7872580882518227464";"2004"
"Subcellular positioning of F plasmid mediated by dynamic localization of SopA and SopB";"3330923627007013505";"2006"
"On travelling wave solutions in a model for the Belousov-Zhabotinskii reaction";"10417331419522476980";"1976"
"The heterostracan fishes";"12736903876268204120";"1973"
"Of minds and language";"18334909513922654983";"2007"
"Pattern formation in three-dimensional reaction–diffusion systems";"12357130803814274167";"1999"
" Waves called solitons: concepts and experiments";"17247499007776854191";"2013"
"Sniffers, buzzers, toggles and blinkers: dynamics of regulatory and signaling pathways in the cell";"14671533869359684436";"2003"
"Global bifurcations of phase-locked oscillators";"16582394654995100116";"1986"
"Formation of pattern in regenerating tissue pieces of hydra attenuata: I. Head-body proportion regulation";"2371822773635576405";"1980"
"The mechanical basis of morphogenesis: I. Epithelial folding and invagination";"16472661502495064671";"1981"
"Quasicycles in a spatial predator-prey model";"12532435056224091564";"2008"
" Morphogenesis and evolution";"8788037477344501521";"1988"
"Azimuthal Turing patterns, bright and dark cavity solitons in Kerr combs generated with whispering-gallery-mode resonators";"16061006615600998228";"2013"
"Continuous models for cell migration in tissues and applications to cell sorting via differential chemotaxis";"17674629165063007177";"2009"
"Spatial organization of intracellular communication: insights from imaging";"18089388196215053822";"2010"
"Lineage and pattern in the developing vertebrate limb";"2954186552275449722";"1988"
"On single interior spike solutions of the Gierer–Meinhardt system: uniqueness and spectrum estimates";"12765987891180037830";"1999"
" Essays on cellular automata";"4730577727927410853";"1970"
" The reaction‐diffusion system: a mechanism for autonomous pattern formation in the animal skin";"5500856462835690846";"2002"
"Micro-and nanotechnology via reaction–diffusion";"7264428541554696341";"2005"
"Intracellular transport by active diffusion";"463248521069761683";"2009"
"Time-stepping schemes for moving grid finite elements applied to reaction–diffusion systems on fixed and growing domains";"4416954974665468379";"2006"
"Vegetation pattern formation in semi‐arid grazing systems";"9916476091866159410";"2001"
"Dpp gradient formation by dynamin-dependent endocytosis: receptor trafficking and the diffusion model";"7348515279834953258";"2004"
"Soluble, insoluble and geometric signals sculpt the architecture of mineralized tissues";"16993073603116381077";"2004"
"Persistence and spatial range as endpoints of an exposure-based assessment of organic chemicals";"10599066964542589782";"1996"
"Concentration-dependent patterning of the Xenopus ectoderm by BMP4 and its signal transducer Smad1";"15747578873950853728";"1997"
"Direct induction of Dictyostelium prestalk gene expression by DIF provides evidence that DIF is a morphogen";"3733389401842481885";"1987"
"Proteins in cerebrospinal fluid and blood: barriers, CSF flow rate and source-related dynamics";"14459000786429052767";"2003"
"Transient Turing structures in a gradient-free closed system";"3606624084514550174";"1993"
" The algorithmic beauty of plants";"5179843714836450078";"2012"
"Lattice Boltzmann computations for reaction‐diffusion equations";"6941726265882333800";"1993"
"Heterochrony";"5830038587939999829";"1991"
